STREET,ADDRESS,SIDE,FROM,TO,METER,MECH ID,MODEL,DOOR,VAULT,ISSUES,SPACES,TIME
Liberty,50E,N,Main,Dwight,500,2,POM,Square,Extended,,1,2
Liberty,50E,N,Main,Dwight,501,3,POM,Square,Extended,,1,2
Liberty,50E,N,Main,Dwight,502,4,POM,Square,Extended,,1,2
Liberty,72E,N,Main,Dwight,505,5,POM,Square,Extended,,1,2
Liberty,72E,N,Main,Dwight,506,6,POM,Square,Extended,,1,2
Liberty,76E,N,Main,Dwight,507,7,POM,Square,Extended,,1,2
Liberty,76E,N,Main,Dwight,508,8,POM,Square,Extended,,1,2
Liberty,80E,N,Main,Dwight,509,9,POM,Square,Extended,,1,2
Liberty,80E,N,Main,Dwight,510,10,POM,Square,Extended,,1,2
Liberty,84E,N,Main,Dwight,511,11,POM,Square,Extended,,1,2
Liberty,84E,N,Main,Dwight,512,12,POM,Square,Extended,,1,2
Liberty,88E,N,Main,Dwight,513,13,POM,Square,Extended,,1,2
Liberty,88E,N,Main,Dwight,514,14,POM,Square,Extended,,1,2
Liberty,92E,N,Main,Dwight,515,15,POM,Square,Extended,,1,2
Liberty,92E,N,Main,Dwight,516,16,POM,Square,Extended,,1,2
Liberty,96E,N,Main,Dwight,517,17,POM,Square,Extended,,1,2
Liberty,96E,N,Main,Dwight,518,18,POM,Square,Extended,,1,2
Liberty,98E,N,Main,Dwight,519,19,POM,Square,Extended,,1,2
Liberty,98E,N,Main,Dwight,520,20,POM,Square,Extended,,1,2
Liberty,106E,N,Main,Dwight,521,21,POM,Square,Extended,,1,2
Liberty,106E,N,Main,Dwight,522,22,POM,Square,Extended,,1,2
Liberty,39E,S,Dwight,Main,530,23,POM,Square,Extended,,1,2
Liberty,39E,S,Dwight,Main,531,24,POM,Square,Extended,,1,2
Liberty,45E,S,Dwight,Main,532,25,POM,Square,Extended,,1,2
Liberty,45E,S,Dwight,Main,533,26,POM,Square,Extended,,1,2
Liberty,65E,S,Dwight,Main,534,27,POM,Square,Extended,,1,2
Liberty,67,S,Dwight,Main,535,28,POM,Square,Extended,,1,2
Liberty,67,S,Dwight,Main,536,29,POM,Square,Extended,,1,2
Liberty,67,S,Dwight,Main,537,30,POM,Square,Extended,,1,2
Liberty,73,S,Dwight,Main,538,31,POM,Square,Extended,,1,2
Liberty,73,S,Dwight,Main,539,32,POM,Square,Extended,,1,2
Liberty,73,S,Dwight,Main,540,33,POM,Square,Extended,,1,2
Liberty,83E,S,Dwight,Main,541,34,POM,Square,Extended,,1,2
Liberty,83E,S,Dwight,Main,542,35,POM,Square,Extended,,1,2
Liberty,83E,S,Dwight,Main,543,36,POM,Square,Extended,,1,2
Liberty,95,S,Dwight,Main,544,37,POM,Square,Extended,,1,2
Liberty,95,S,Dwight,Main,545,38,POM,Square,Extended,,1,2
Liberty,95,S,Dwight,Main,546,39,POM,Square,Extended,,1,2
Pearl,5E,S,Chestnut,Mattoon,560,551,POM,Square,Extended,,1,
Pearl,7E,S,Chestnut,Mattoon,561,552,POM,Square,Extended,,1,
Pearl,9E,S,Chestnut,Mattoon,562,553,POM,Square,Extended,,1,
Pearl,11,S,Chestnut,Mattoon,563,554,POM,Square,Extended,,1,
Pearl,17,S,Chestnut,Mattoon,564,555,POM,Square,Extended,,1,
Pearl,19,S,Chestnut,Mattoon,565,556,POM,Square,Extended,,1,
Pearl,21E,S,Chestnut,Mattoon,566,557,POM,Square,Extended,,1,
Pearl,23E,S,Chestnut,Mattoon,567,558,POM,Square,Extended,,1,
Pearl,25E,S,Chestnut,Mattoon,568,559,POM,Square,Extended,,1,
Pearl,27E,S,Chestnut,Mattoon,569,560,POM,Square,Extended,,1,
Pearl,43,S,Chestnut,Mattoon,570,561,POM,Square,Extended,,1,
Pearl,45,S,Chestnut,Mattoon,571,562,POM,Square,Extended,,1,
Pearl,8E,NW,Chestnut,Bridge,580,563,POM,Square,Extended,,1,
Pearl,10E,NW,Chestnut,Bridge,581,564,POM,Square,Extended,,1,
Pearl,12E,NW,Chestnut,Bridge,582,565,POM,Square,Extended,,1,
Hillman,37E,S,Dwight,Barnes,659,453,POM,Square,Extended,,1,
Hillman,37E,S,Dwight,Barnes,660,454,POM,Square,Extended,,1,
Hillman,41E,S,Dwight,Barnes,661,455,POM,Square,Extended,,1,
Hillman,41E,S,Dwight,Barnes,662,456,POM,Square,Extended,,1,
Hillman,49E,S,Dwight,Barnes,663,457,POM,Square,Extended,,1,
Hillman,49E,S,Dwight,Barnes,664,458,POM,Square,Extended,,1,
Hillman,87E,S,Chestnut,Dwight,665,459,POM,Square,Extended,,1,
Hillman,87E,S,Chestnut,Dwight,666,460,POM,Square,Extended,,1,
Hillman,89E,S,Chestnut,Dwight,667,461,POM,Square,Extended,,1,
Hillman,89E,S,Chestnut,Dwight,668,462,POM,Square,Extended,,1,
Hillman,93E,S,Chestnut,Dwight,669,463,POM,Square,Extended,,1,
Hillman,93E,S,Chestnut,Dwight,670,464,POM,Square,Extended,,1,
Hillman,78,N,Dwight,Chestnut,675,465,POM,Square,Extended,,1,
Hillman,78,N,Dwight,Chestnut,676,466,POM,Square,Extended,,1,
Hillman,86,N,Dwight,Chestnut,677,467,POM,Square,Extended,,1,
Hillman,86,N,Dwight,Chestnut,678,468,POM,Square,Extended,,1,
Hillman,90E,N,Dwight,Chestnut,679,469,POM,Square,Extended,,1,
Hillman,90E,N,Dwight,Chestnut,680,470,POM,Square,Extended,,1,
Hillman,94E,N,Dwight,Chestnut,681,471,POM,Square,Extended,,1,
Hillman,94E,N,Dwight,Chestnut,682,472,POM,Square,Extended,,1,
Dwight,265,E,Bridge,Hillman,712,265,POM,Square,Extended,,1,1
Dwight,265,E,Bridge,Hillman,713,266,POM,Square,Extended,,1,1
Dwight,213E,E,Hillman,Harrison,714,267,POM,Square,Extended,,1,1
Dwight,209E,E,Hillman,Harrison,715,268,POM,Square,Extended,,1,1
Dwight,205,E,Hillman,Harrison,716,269,POM,Square,Extended,,1,1
Dwight,205,E,Hillman,Harrison,717,270,POM,Square,Extended,,1,1
Dwight,183E,E,Harrison,Falcons Way,718,271,POM,Square,Extended,,1,1
Dwight,177E,E,Harrison,Falcons Way,719,272,POM,Square,Extended,,1,1
Dwight,163E,E,Harrison,Falcons Way,720,273,POM,Square,Extended,,1,1
Dwight,157E,E,Harrison,Falcons Way,721,274,POM,Square,Extended,,1,1
Dwight,149E,E,Harrison,Falcons Way,722,275,POM,Square,Extended,,1,1
Dwight,143E,E,Harrison,Falcons Way,723,276,POM,Square,Extended,,1,1
Dwight,139,E,Harrison,Falcons Way,724,277,POM,Square,Extended,,1,1
Dwight,139,E,Harrison,Falcons Way,725,278,POM,Square,Extended,,1,1
Dwight,131,E,Harrison,Falcons Way,726,279,POM,Square,Extended,,1,1
Dwight,125,E,Harrison,Falcons Way,727,280,POM,Square,Extended,,1,1
Dwight,125,E,Harrison,Falcons Way,728,281,POM,Square,Extended,,1,1
Dwight,75,E,Falcons Way,State,729,282,POM,Square,Extended,,1,
Dwight,75,E,Falcons Way,State,730,283,POM,Square,Extended,,1,
Dwight,65E,E,Falcons Way,State,731,284,POM,Square,Extended,,1,
Dwight,57E,E,Falcons Way,State,732,285,POM,Square,Extended,,1,
Dwight,57E,E,Falcons Way,State,733,286,POM,Square,Extended,,1,
Dwight,43E,E,Falcons Way,State,734,287,POM,Square,Extended,,1,
Dwight,43E,E,Falcons Way,State,735,288,POM,Square,Extended,,1,
Dwight,31E,E,Falcons Way,State,736,289,POM,Square,Extended,,1,
Dwight,31E,E,Falcons Way,State,737,290,POM,Square,Extended,,1,
Dwight,23E,E,Falcons Way,State,738,291,POM,Square,Extended,,1,
Dwight,23E,E,Falcons Way,State,739,292,POM,Square,Extended,,1,
Dwight,15E,E,Falcons Way,State,740,293,POM,Square,Extended,,1,
Dwight,15E,E,Falcons Way,State,741,294,POM,Square,Extended,,1,
Dwight,280E,W,Bridge,Hillman,760,295,POM,Square,Extended,,1,1
Dwight,280E,W,Bridge,Hillman,761,296,POM,Square,Extended,,1,1
Dwight,272E,W,Bridge,Hillman,762,297,POM,Square,Extended,,1,1
Dwight,272E,W,Bridge,Hillman,763,298,POM,Square,Extended,,1,1
Dwight,264E,W,Bridge,Hillman,764,299,POM,Square,Extended,,1,1
Dwight,264E,W,Bridge,Hillman,765,300,POM,Square,Extended,,1,1
Dwight,214E,W,Hillman,Harrison,766,301,POM,Square,Extended,,1,1
Dwight,214E,W,Hillman,Harrison,767,302,POM,Square,Extended,,1,1
Dwight,208E,W,Hillman,Harrison,768,303,POM,Square,Extended,,1,1
Dwight,208E,W,Hillman,Harrison,769,304,POM,Square,Extended,,1,1
Dwight,184E,W,Harrison,Falcons Way,770,305,POM,Square,Extended,,1,
Dwight,184E,W,Harrison,Falcons Way,771,306,POM,Square,Extended,,1,
Dwight,178E,W,Harrison,Falcons Way,772,307,POM,Square,Extended,,1,
Dwight,178E,W,Harrison,Falcons Way,773,308,POM,Square,Extended,,1,
Dwight,162E,W,Harrison,Falcons Way,774,309,POM,Square,Extended,,1,
Dwight,162E,W,Harrison,Falcons Way,775,310,POM,Square,Extended,,1,
Dwight,148E,W,Harrison,Falcons Way,776,311,POM,Square,Extended,,1,
Dwight,148E,W,Harrison,Falcons Way,777,312,POM,Square,Extended,,1,
Dwight,140E,W,Harrison,Falcons Way,778,313,POM,Square,Extended,,1,1
Dwight,140E,W,Harrison,Falcons Way,779,314,POM,Square,Extended,,1,1
Dwight,138E,W,Harrison,Falcons Way,780,315,POM,Square,Extended,,1,1
Dwight,138E,W,Harrison,Falcons Way,781,316,POM,Square,Extended,,1,1
Dwight,130E,W,Harrison,Falcons Way,782,317,POM,Square,Extended,,1,1
Chestnut,64E,SW,Edwards,Harrison,800,217,POM,Square,Extended,,1,
Chestnut,64E,SW,Edwards,Harrison,801,218,POM,Square,Extended,,1,
Chestnut,68E,SW,Edwards,Harrison,802,219,POM,Square,Extended,,1,
Chestnut,68E,SW,Edwards,Harrison,803,220,POM,Square,Extended,,1,
Chestnut,84E,SW,Edwards,Harrison,805,221,POM,Square,Extended,,1,
Chestnut,86E,SW,Edwards,Harrison,806,222,POM,Square,Extended,,1,
Chestnut,107E,NE,Hillman,Mattoon,850,223,POM,Square,Extended,,1,
Chestnut,109E,NE,Hillman,Mattoon,851,224,POM,Square,Extended,,1,
Chestnut,111E,NE,Hillman,Mattoon,852,225,POM,Square,Extended,,1,
Chestnut,113,NE,Hillman,Mattoon,853,226,POM,Square,Extended,,1,
Chestnut,113,NE,Hillman,Mattoon,854,227,POM,Square,Extended,,1,
Chestnut,119,NE,Hillman,Mattoon,855,228,POM,Square,Extended,,1,
Chestnut,119,NE,Hillman,Mattoon,856,229,POM,Square,Extended,,1,
Chestnut,139E,W,Hillman,Bridge,857,230,POM,Square,Extended,,1,2
Chestnut,139E,W,Hillman,Bridge,858,231,POM,Square,Extended,,1,2
Maple,20,SW,Temple,State,880,642,POM,Square,Extended,,1,
Maple,20,SW,Temple,State,881,643,POM,Square,Extended,,1,
Maple,20,SW,Temple,State,882,644,POM,Square,Extended,,1,
Maple,4,SW,Temple,State,883,645,POM,Square,Extended,,1,
Maple,4,SW,Temple,State,884,646,POM,Square,Extended,,1,
Maple,4,SW,Temple,State,885,647,POM,Square,Extended,,1,
State,55,S,E Columbus,Main,980,608,POM,Square,APM-2X,REMOVED - MGM SPRINGFIELD CASINO,2,1
State,55,S,E Columbus,Main,981,609,POM,Square,APM-2X,REMOVED - MGM SPRINGFIELD CASINO,2,1
State,55,S,E Columbus,Main,982,610,POM,Square,Extended,REMOVED - MGM SPRINGFIELD CASINO,1,1
State,73,S,E Columbus,Main,983,611,POM,Square,APM-2X,REMOVED - MGM SPRINGFIELD CASINO,2,1
State,73,S,E Columbus,Main,984,612,POM,Square,APM-2X,REMOVED - MGM SPRINGFIELD CASINO,2,1
State,79,S,E Columbus,Main,985,613,POM,Square,APM-2X,REMOVED - MGM SPRINGFIELD CASINO,2,1
State,79,S,E Columbus,Main,986,614,POM,Square,APM-2X,REMOVED - MGM SPRINGFIELD CASINO,2,1
State,119,S,Main,Willow,989,615,POM,Square,APM-2X,,2,2
State,125,S,Main,Willow,990,616,POM,Square,APM-2X,,2,2
State,127,S,Main,Willow,991,617,POM,Square,Extended,,1,2
State,133,S,Main,Willow,992,618,POM,Square,APM-2X,,2,2
State,137,S,Main,Willow,993,619,POM,Square,Extended,,1,2
State,137,S,Main,Willow,994,620,POM,Square,Extended,,2,2
Bliss,73E,SE,E Columbus,Main,1021,629,POM,Square,Extended,REMOVED - MGM SPRINGFIELD CASINO,1,
Bliss,65E,SE,E Columbus,Main,1022,630,POM,Square,Extended,REMOVED - MGM SPRINGFIELD CASINO,1,
Bliss,65E,SE,E Columbus,Main,1023,631,POM,Square,Extended,REMOVED - MGM SPRINGFIELD CASINO,1,
Bliss,59E,SE,E Columbus,Main,1024,632,POM,Square,Extended,REMOVED - MGM SPRINGFIELD CASINO,1,
Bliss,59E,SE,E Columbus,Main,1025,633,POM,Square,Extended,REMOVED - MGM SPRINGFIELD CASINO,1,
Bliss,53E,SE,E Columbus,Main,1026,634,POM,Square,Extended,REMOVED - MGM SPRINGFIELD CASINO,1,
Bliss,53E,SE,E Columbus,Main,1027,635,POM,Square,Extended,REMOVED - MGM SPRINGFIELD CASINO,1,
Bliss,45E,SE,E Columbus,Main,1028,636,POM,Square,Extended,REMOVED - MGM SPRINGFIELD CASINO,1,
Bliss,45E,SE,E Columbus,Main,1029,637,POM,Square,Extended,REMOVED - MGM SPRINGFIELD CASINO,1,
Bliss,33E,SE,E Columbus,Main,1030,638,POM,Square,Extended,REMOVED - MGM SPRINGFIELD CASINO,1,
Bliss,33E,SE,E Columbus,Main,1031,639,POM,Square,Extended,REMOVED - MGM SPRINGFIELD CASINO,1,
Bliss,29E,SE,E Columbus,Main,1032,640,POM,Square,Extended,REMOVED - MGM SPRINGFIELD CASINO,1,
Bliss,29E,SE,E Columbus,Main,1033,641,POM,Square,Extended,REMOVED - MGM SPRINGFIELD CASINO,1,
Stockbridge,4E,N,Main,Willow,1040,648,POM,Square,Extended,,1,
Stockbridge,8E,N,Main,Willow,1041,649,POM,Square,Extended,,1,
Stockbridge,8E,N,Main,Willow,1042,650,POM,Square,Extended,,1,
Stockbridge,20E,N,Main,Willow,1043,651,POM,Square,Extended,,1,
Stockbridge,30E,N,Main,Willow,1045,653,POM,Square,Extended,,1,
Stockbridge,30E,N,Main,Willow,1046,654,POM,Square,Extended,,1,
Cross,10E,N,Main,Willow,1060,655,POM,Square,Extended,,1,
Cross,10E,N,Main,Willow,1061,656,POM,Square,Extended,,1,
Cross,12E,N,Main,Willow,1062,657,POM,Square,Extended,,1,
Cross,12E,N,Main,Willow,1063,658,POM,Square,Extended,,1,
Cross,14E,N,Main,Willow,1064,659,POM,Square,Extended,,1,
Cross,14E,N,Main,Willow,1065,660,POM,Square,Extended,,1,
Cross,16E,N,Main,Willow,1066,661,POM,Square,Extended,,1,
Cross,16E,N,Main,Willow,1067,662,POM,Square,Extended,,1,
Cross,18E,N,Main,Willow,1068,663,POM,Square,Extended,,1,
Cross,18E,N,Main,Willow,1069,664,POM,Square,Extended,,1,
Cross,20E,N,Main,Willow,1070,665,POM,Square,Extended,,1,
Howard,40E,N,Main,E Columbus,1080,666,POM,Square,Extended,REMOVED - MGM SPRINGFIELD CASINO,1,15 MIN.
Howard,40E,N,Main,E Columbus,1081,667,POM,Square,Extended,REMOVED - MGM SPRINGFIELD CASINO,1,15 MIN.
Main,933,NE,William,Hubbard,1100,369,POM,Square,APM-2X,,2,2
Main,939,NE,William,Hubbard,1101,370,POM,Square,APM-2X,,2,2
Main,959,NE,Hubbard,Union,1104,371,POM,Square,APM-2X,,2,2
Main,969,NE,Hubbard,Union,1105,372,POM,Square,APM-2X,,2,2
Main,979,NE,Hubbard,Union,1106,373,POM,Square,APM-2X,,2,2
Main,1013,NE,Union,Park,1108,374,POM,Square,APM-2X,,2,2
Main,1019,NE,Union,Park,1109,668,POM,Square,Extended,,1,2
Main,1140,W,Bliss,Howard,1130,375,POM,Square,Extended,REMOVED - MGM SPRINGFIELD CASINO,1,2
Main,1136,W,Bliss,Howard,1131,376,POM,Square,Extended,REMOVED - MGM SPRINGFIELD CASINO,1,2
Main,1134,W,Bliss,Howard,1132,377,POM,Square,Extended,REMOVED - MGM SPRINGFIELD CASINO,1,2
Main,1126,W,Bliss,Howard,1133,378,POM,Square,Extended,REMOVED - MGM SPRINGFIELD CASINO,1,2
Main,1120,W,Bliss,Howard,1134,379,POM,Square,Extended,REMOVED - MGM SPRINGFIELD CASINO,1,2
Main,1106,W,Bliss,Howard,1135,380,POM,Square,Extended,REMOVED - MGM SPRINGFIELD CASINO,1,2
Main,1104,W,Bliss,Howard,1136,381,POM,Square,Extended,REMOVED - MGM SPRINGFIELD CASINO,1,2
Main,1104,W,Bliss,Howard,1137,382,POM,Square,Extended,REMOVED - MGM SPRINGFIELD CASINO,1,2
Main,1098,W,Bliss,Howard,1138,383,POM,Square,Extended,REMOVED - MGM SPRINGFIELD CASINO,1,2
Main,1060,W,Howard,Union,1141,384,POM,Square,APM-2X,REMOVED - MGM SPRINGFIELD CASINO,2,2
Main,1060,W,Howard,Union,1142,385,POM,Square,APM-2X,REMOVED - MGM SPRINGFIELD CASINO,2,2
Main,1050E,W,Howard,Union,1143,386,POM,Square,APM-2X,REMOVED - MGM SPRINGFIELD CASINO,2,2
Main,1040,W,Howard,Union,1144,387,POM,Square,APM-2X,REMOVED - MGM SPRINGFIELD CASINO,2,2
Main,1038,W,Howard,Union,1146,389,POM,Square,APM-2X,REMOVED - MGM SPRINGFIELD CASINO,2,2
Main,1028,W,Howard,Union,1147,390,POM,Square,APM-2X,REMOVED - MGM SPRINGFIELD CASINO,2,2
Main,1020E,W,Howard,Union,1145,388,POM,Square,APM-2X,REMOVED - MGM SPRINGFIELD CASINO,1,2
Main,988,SW,Howard,Union,1150,391,POM,Square,APM-2X,REMOVED - MGM SPRINGFIELD CASINO,2,2
Main,974,SW,Howard,Union,1151,392,POM,Square,Extended,REMOVED - MGM SPRINGFIELD CASINO,1,2
Main,950,SW,Howard,Union,1152,393,POM,Square,APM-2X,REMOVED - MGM SPRINGFIELD CASINO,2,2
Harrison,70E,N,Dwight,Chestnut,1170,473,POM,Square,Extended,,1,
Harrison,70E,N,Dwight,Chestnut,1171,474,POM,Square,Extended,,1,
Harrison,68,N,Dwight,Chestnut,1172,475,POM,Square,Extended,,1,
Harrison,68,N,Dwight,Chestnut,1173,476,POM,Square,Extended,,1,
Harrison,66E,N,Dwight,Chestnut,1174,477,POM,Square,Extended,,1,
Harrison,42E,N,Dwight,Main,1175,478,POM,Square,Extended,,1,
Harrison,42E,N,Dwight,Main,1176,479,POM,Square,Extended,,1,
Harrison,40E,N,Dwight,Main,1177,480,POM,Square,Extended,,1,
Harrison,36E,N,Dwight,Main,1178,481,POM,Square,Extended,,1,
Harrison,36E,N,Dwight,Main,1179,482,POM,Square,Extended,,1,
Harrison,25,SE,Main,Dwight,1190,483,POM,Square,Extended,,1,
Harrison,25,SE,Main,Dwight,1191,484,POM,Square,Extended,,1,
Harrison,27,SE,Main,Dwight,1192,485,POM,Square,Extended,,1,
Harrison,69E,S,Dwight,Chestnut,1196,486,POM,Square,APM-2X,,2,2
Harrison,71E,S,Dwight,Chestnut,1197,487,POM,Square,APM-2X,,2,2
Court,26E,N,Main,City Hall Plz,1220,566,POM,Square,Extended,,2,2
Court,28E,N,Main,City Hall Plz,1221,567,POM,Square,Extended,,2,2
Court,28E,N,Main,City Hall Plz,1222,568,POM,Square,Extended,,2,2
Court,36E,N,City Hall Plz,E Columbus,1223,569,POM,Square,Extended,,1,1
Court,36E,N,City Hall Plz,E Columbus,1224,570,POM,Square,Extended,,1,1
Court,38E,N,City Hall Plz,E Columbus,1225,571,POM,Square,Extended,,1,1
Court,38E,N,City Hall Plz,E Columbus,1226,572,POM,Square,Extended,,1,1
Court,40E,N,City Hall Plz,E Columbus,1227,573,POM,Square,Extended,,1,1
Court,40E,N,City Hall Plz,E Columbus,1228,574,POM,Square,Extended,,1,1
Court,42E,N,City Hall Plz,E Columbus,1229,575,POM,Square,Extended,,1,1
Court,42E,N,City Hall Plz,E Columbus,1230,576,POM,Square,Extended,,1,1
Court,44E,N,City Hall Plz,E Columbus,1231,577,POM,Square,Extended,,1,1
Court,44E,N,City Hall Plz,E Columbus,1232,578,POM,Square,Extended,,1,1
Court,46E,N,City Hall Plz,E Columbus,1233,579,POM,Square,Extended,,1,1
Court,46E,N,City Hall Plz,E Columbus,1234,580,POM,Square,Extended,,1,1
Court,48E,N,City Hall Plz,E Columbus,1235,581,POM,Square,Extended,,1,1
Court,48E,N,City Hall Plz,E Columbus,1240,582,POM,Square,Extended,,1,1
Court,45E,S,E Columbus,City Hall Plz,1241,583,POM,Square,Extended,,1,1
Court,43E,S,E Columbus,City Hall Plz,1242,584,POM,Square,Extended,,1,1
Court,43E,S,E Columbus,City Hall Plz,1243,585,POM,Square,Extended,,1,1
Court,41E,S,E Columbus,City Hall Plz,1244,586,POM,Square,Extended,,1,1
Court,41E,S,E Columbus,City Hall Plz,1245,587,POM,Square,Extended,,1,1
Court,39E,S,E Columbus,City Hall Plz,1246,588,POM,Square,Extended,,1,1
Court,39E,S,E Columbus,City Hall Plz,1247,589,POM,Square,Extended,,1,1
Court,37E,S,E Columbus,City Hall Plz,1248,590,POM,Square,Extended,,1,1
Court,37E,S,E Columbus,City Hall Plz,1249,591,POM,Square,Extended,,1,1
Court,29E,S,City Hall Plz,Main,1250,592,POM,Square,Extended,,1,2
Court,29E,S,City Hall Plz,Main,1251,593,POM,Square,Extended,,1,2
Court,27E,S,City Hall Plz,Main,1252,594,POM,Square,Extended,,1,2
Court,27E,S,City Hall Plz,Main,1253,595,POM,Square,Extended,,1,2
Court,25E,S,City Hall Plz,Main,1254,596,POM,Square,Extended,,1,2
Court,25E,S,City Hall Plz,Main,1255,597,POM,Square,Extended,,1,2
Court,23E,S,City Hall Plz,Main,1256,598,POM,Square,Extended,,1,2
Court,23E,S,City Hall Plz,Main,1257,599,POM,Square,Extended,,1,2
Court,21E,S,City Hall Plz,Main,1258,600,POM,Square,Extended,,1,2
Court,21E,S,City Hall Plz,Main,1259,601,POM,Square,Extended,,1,2
Court,67E,S,Dead End,E Columbus,1260,602,POM,Square,Dual-Head,,1,
Court,67E,S,Dead End,E Columbus,1261,603,POM,Square,Dual-Head,,1,
Court,69E,S,Dead End,E Columbus,1262,604,POM,Square,Dual-Head,,1,
Court,69E,S,Dead End,E Columbus,1263,605,POM,Square,Dual-Head,,1,
Court,71E,S,Dead End,E Columbus,1264,606,POM,Square,Dual-Head,,1,
Court,71E,S,Dead End,E Columbus,1265,607,POM,Square,Dual-Head,,1,
West Columbus,& State Ext,,,,1266,621,,,,,1,
West Columbus,& State Ext,,,,1267,622,,,,,1,
West Columbus,& State Ext,,,,1268,623,,,,,1,
West Columbus,& State Ext,,,,1269,624,,,,,1,
West Columbus,& State Ext,,,,1270,625,,,,,1,
West Columbus,& State Ext,,,,1271,626,,,,,1,
West Columbus,& State Ext,,,,1272,627,,,,,1,
West Columbus,& State Ext,,,,1273,628,,,,,1,
Main,1696,E,Gridiron,Hampden,M30,318,POM,Square,APM-2X,,2,2
Main,1694,E,Gridiron,Hampden,M31,319,POM,Square,Extended,,1,2
Main,1684,E,Gridiron,Hampden,M32,320,POM,Square,APM-2X,,2,2
Main,1680,E,Gridiron,Hampden,M33,321,POM,Square,APM-2X,,2,2
Main,1666,E,Gridiron,Hampden,M34,322,POM,Square,Extended,,1,2
Main,1624,E,Hampden,Fort,M37,323,POM,Square,APM-2X,,2,2
Main,1618,E,Hampden,Fort,M38,324,POM,Square,Extended,,1,2
Main,1572E,E,Worthington,Bridge,M41,325,POM,Square,APM-2X,,2,2
Main,1566E,E,Worthington,Bridge,M42,326,POM,Square,APM-2X,,2,2
Main,1552E,E,Worthington,Bridge,M43,327,POM,Square,Extended,,1,2
Main,,WS,Bridge,Boland Way,M48,328,,,,,2,
Main,,WS,Bridge,Boland Way,M49,329,,,,,2,
Main,,WS,Bridge,Boland Way,M50,330,,,,,2,
Main,,WS,Bridge,Boland Way,M51,331,,,,,2,
Main,,WS,Bridge,Boland Way,M52,332,,,,,1,
Main,,WS,Boland Way,Court,M55,333,,,,,2,
Main,,WS,Boland Way,Court,M56,334,,,,,2,
Main,,WS,Boland Way,Court,M57,335,,,,,2,
Main,,WS,Boland Way,Court,M58,336,,,,,2,
Main,,WS,Boland Way,Court,M59,337,,,,,2,
Main,,WS,Boland Way,Court,M60,338,,,,,2,
Main,,WS,Boland Way,Court,M61,339,,,,,2,
Main,,WS,Boland Way,Court,M62,340,,,,,2,
Main,1248,W,Elm,State,M71,341,POM,Square,APM-2X,,2,2
Main,1242,W,Elm,State,M72,342,POM,Square,APM-2X,,2,2
Main,1238,W,Elm,State,M73,343,POM,Square,Extended,,1,2
Main,1176,W,State,Bliss,M77,344,POM,Square,APM-2X,REMOVED - MGM SPRINGFIELD CASINO,2,2
Main,1168,W,State,Bliss,M78,345,POM,Square,Extended,REMOVED - MGM SPRINGFIELD CASINO,1,2
Main,,ES,Falcon's Way,Harrison,M301,346,,,,,2,2
Main,,ES,Falcon's Way,Harrison,M302,347,,,,,2,2
Main,,ES,Falcon's Way,Harrison,M303,348,,,,,2,2
Main,,ES,Falcon's Way,Harrison,M304,349,,,,,2,2
Main,,ES,Falcon's Way,Harrison,M305,350,,,,,2,2
Main,,ES,Falcon's Way,Harrison,M306,351,,,,,2,2
Main,,ES,Falcon's Way,Harrison,M307,352,,,,,2,2
Main,,ES,Harrison,Bridge,M311,353,,,,,2,
Main,,ES,Harrison,Bridge,M312,354,,,,,2,
Main,,ES,Harrison,Bridge,M313,355,,,,,2,
Main,,ES,Harrison,Bridge,M314,356,,,,City install fire hydrant - now single meter,1,
Main,,ES,Harrison,Bridge,M315,357,,,,,2,
Main,1535,W,Worthington,Bridge,M317,358,POM,Square,APM-2X,,2,2
Main,1541,W,Worthington,Bridge,M318,359,POM,Square,Extended,,1,2
Main,1593,W,Worthington,Taylor,M324,360,POM,Square,APM-2X,,2,2
Main,1601,W,Worthington,Taylor,M325,361,POM,Square,Extended,,1,2
Main,1611,W,Worthington,Taylor,M326,362,POM,Square,APM-2X,,2,2
Main,1623,W,Worthington,Taylor,M327,363,POM,Square,APM-2X,,2,2
Main,1659,W,Taylor,Lyman,M330,364,POM,Square,APM-2X,,2,2
Main,1665,W,Taylor,Lyman,M331,365,POM,Square,APM-2X,,2,2
Main,1677,W,Taylor,Lyman,M332,366,POM,Square,Extended,,1,2
Main,1695,W,Lyman,Gridiron,M334,367,POM,Square,APM-2X,,2,2
Main,1697,W,Lyman,Gridiron,M335,368,POM,Square,Extended,,1,2
